15 78 48.1779 0
15 959 654.492 221.962
12 859 468.894 389.048
15 70 49.996 0
2 1137 752.007 393.218
14 878 667.98 213.232
12 895 354.654 525.975
18 1114 143.028 880.597
15 883 299.067 484.594
15 85 58.1771 0
14 880 192.055 686.385
15 76 49.996 0
15 68 51.814 0
11 1638 1202.43 391.491
15 81 60.9042 0
13 934 606.733 329.263
15 84 57.2681 0
15 71 56.3591 0
18 967 265.624 609.315
15 93 62.7222 0
15 65 46.3599 0
0 1073 735.986 335.263
15 65 49.0869 0
12 860 350.392 507.139
15 69 49.0869 35.8448
19 2053 1028.08 891.003
14 785 523.097 256.436
15 64 46.3599 0
13 856 567.558 270.575
15 79 54.541 0
15 1771 776.301 801.682
23 1024 721.767 81.5926
1 1116 278.113 819.241
15 64 50.905 0
15 81 59.9951 0
15 70 47.2689 0
1 993 583.381 404.631
15 950 331.791 513.545
8 1041 582.061 523.527
13 1668 809.296 836.877
15 713 256.343 420.487
12 849 300.945 569.444
15 93 72.7214 0
15 79 50.905 0
15 78 59.9951 0
15 913 604.497 228.166
21 1126 348.002 670.431
1 1103 528.133 561.584
13 850 420.413 400.146
15 91 62.7222 0
14 887 477.61 411.134
15 112 76.3575 0
15 121 78.1755 0
22 672 66.302 347.683
15 102 70.9034 0
15 82 57.2681 0
2 1203 889.425 328.198
15 66 51.814 0
15 87 60.9042 0
15 94 68.1763 0
15 942 373.606 465.982
12 824 213.134 613.638
6 1169 532.569 636.891
12 837 213.134 638.27
13 945 427.102 488.56
15 86 51.814 0
22 1219 507.941 453.951
15 869 403.604 390.157
21 1058 140.815 829.531
20 2127 1568.05 474.72
12 862 379.378 480.333
13 1226 299.067 929.102
15 910 722.669 133.729
15 62 46.3599 0
15 931 612.678 230.234
15 61 48.1779 0
3 1155 831.694 307.261
15 877 149.988 631.419
15 79 48.1779 0
15 60 47.2689 0
15 77 56.3591 0
7 996 258.991 721.356
14 836 216.483 639.697
13 838 603.867 236.277
15 75 53.632 0
15 86 60.9042 0
18 971 105.716 769.346
15 970 318.156 556.973
13 921 397.482 515.998
21 1882 592.86 1190.96
15 63 49.0869 0
18 1076 343.801 625.575
13 888 594.312 288.867
15 82 58.1771 0
13 939 407.037 512.187
12 759 529.424 222.417
15 95 66.3583 0
15 75 55.4501 0
15 78 55.4501 0
15 71 55.4501 0
15 75 57.2681 0
15 86 66.3583 0
15 987 438.146 432.205
13 1739 1226.84 500.754
9 981 547.24 416.886
15 87 60.9042 0
9 1820 729.34 1091.9
7 851 224.201 609.806
6 1104 747.379 352.185
7 1973 1169.33 769.694
15 739 449.055 231.612
14 860 213.113 659.905
15 81 62.7222 0
12 771 210.576 558.577
15 76 56.3591 0
15 90 59.0861 0
15 95 65.4492 0
0 1039 276.975 736.916
12 859 319.701 529.598
0 1009 402.397 595.84
13 1755 383.149 1363.55
23 1038 139.697 701.092
14 799 237.541 571.407
12 892 428.825 475.986
15 60 47.2689 0
15 87 57.2681 0
1 1112 607.728 485.375
13 1775 801.652 963.4
15 90 62.7222 0
14 786 298.19 503.814
1 1090 408.273 663.195
15 86 58.1771 0
1 1066 448.539 601.503
23 1023 630.427 166.207
13 884 701.326 178.351
14 850 208.902 652.937
22 1141 277.569 614.509
12 858 185.853 676.668
15 67 52.723 0
15 65 48.1779 0
13 857 685.083 179.113
15 65 50.905 0
15 88 59.9951 0
22 1275 801.243 220.622
15 75 51.814 0
15 69 48.1779 0
15 457 174.531 231.612
15 796 551.774 165.437
15 85 62.7222 0
7 1053 615.587 424.819
12 893 690.553 201.406
15 67 52.723 0
15 86 60.9042 0
12 715 221.659 492.649
15 63 0 35.1555
15 85 55.4501 0
12 822 454.401 370.936
15 82 64.5402 0
15 74 58.1771 0
2 1184 347.33 824.623
12 833 295.83 524.526
23 1103 160.293 721.239
15 886 270.887 530.089
3 1172 289.833 870.751
3 1103 724.582 351.915
10 854 219.441 672.419
15 110 84.5386 0
15 88 59.9951 0
15 70 48.1779 0
15 80 56.3591 0
4 871 304.689 555.332
13 938 416.591 512.949
15 95 69.0853 0
15 77 59.9951 0
14 773 224.064 549.108
15 74 59.0861 0
15 76 58.1771 0
15 556 189.076 339.836
15 71 54.541 0
0 1016 230.812 771.77
12 1292 304.355 984.573
15 74 55.4501 0
15 70 49.0869 0
15 87 46.3599 0
14 834 262.812 586.041
4 917 299.51 616.837
2 1110 315.951 785.404
15 68 49.996 0
12 1321 933.526 370.936
15 84 55.4501 0
15 81 64.5402 0
15 1812 981.739 632.109
15 90 56.3591 0
14 779 600.592 193.024
11 984 329.068 641.692
15 944 293.613 555.594
13 842 175.809 661.575
15 62 47.2689 0
23 990 648.336 110.805
3 1073 264.63 801.644
15 66 51.814 0
3 1138 658.425 455.045
3 746 585.967 146.72
3 1118 329.737 782.507
15 98 69.9943 0
8 1076 474.059 622.917
15 75 46.3599 0
12 824 594.217 214.447
8 2037 1597.08 486.545
12 1588 1092.1 490.475
12 845 171.359 674.494
11 946 502.496 406.209
1 768 182.599 578.821
15 72 49.996 0
15 67 52.723 0
15 934 253.616 576.274
14 862 448.128 426.465
20 2110 1147.71 863.671
15 77 60.9042 0
3 996 469.403 484.814
15 923 589.043 239.884
15 923 579.044 279.865
15 728 372.697 293.651
13 1507 463.41 1031.23
13 929 565.647 341.458
13 902 336.331 554.869
15 84 63.6312 0
15 951 209.983 656.924
6 2100 1369.04 716.387
2 2165 566.981 1622.41
13 977 321.998 622.704
18 1027 770.22 169.444
13 974 477.743 483.986
3 1108 391.694 692.136
0 1064 503.432 536.09
15 88 67.2673 0
19 1050 618.528 306.404
12 802 512.373 269.508
15 75 55.4501 0
21 1135 764.17 269.46
15 67 46.3599 0
12 890 231.889 661.454
15 77 46.3599 35.1555
12 880 231.037 655.658
15 89 60.9042 0
12 865 638.549 234.733
23 977 676.097 66.4829
14 742 515.516 230.653
15 78 59.0861 0
14 1574 1063.04 512.873
15 65 48.1779 0
15 81 59.0861 0
15 76 57.2681 0
15 76 56.3591 0
18 975 537.466 346.591
12 824 331.636 500.618
14 782 466.66 307.305
15 71 56.3591 0
1 1076 212.564 851.902
3 666 518.759 126.519
12 1608 355.507 1250.46
15 1744 1252.63 328.118
15 71 52.723 0
15 910 548.137 286.069
9 997 684.284 307.804
5 90 0 46.3453
15 74 58.1771 0
15 67 52.723 0
14 889 282.186 618.095
13 940 301.933 627.277
15 898 339.972 455.642
15 76 58.1771 0
19 1066 475.791 499
15 917 534.502 298.477
15 75 58.1771 0
15 58 0 37.9127
21 1073 272.662 707.217
14 857 408.538 436.917
15 89 62.7222 0
15 83 59.0861 0
12 808 391.313 419.476
8 2154 1323.73 896.815
15 82 53.632 0
12 838 279.631 557.128
21 1130 161.444 891.149
15 78 49.996 0
11 990 301.498 662.297
15 79 56.3591 0
15 899 593.588 226.787
12 869 647.926 203.58
20 1186 649.875 453.776
12 1651 705.046 908.503
13 977 259.892 708.831
15 79 61.8132 0
1 1087 343.661 729.424
3 1037 301.384 718.715
15 956 198.166 664.507
14 1605 754.742 835.508
13 721 499.719 221.033
14 786 385.794 406.256
13 829 507.363 326.977
8 2155 719.691 1489.68
12 850 668.387 169.529
15 85 60.9042 0
12 872 632.581 226.039
15 66 49.0869 0
15 77 55.4501 0
15 60 46.3599 0
11 917 441.129 439.569
13 1743 1196.27 515.236
14 799 319.249 476.637
13 818 519.784 286.581
15 61 48.1779 0
15 105 66.3583 0
13 934 498.763 435.207
15 64 50.905 0
12 911 641.106 246.324
12 859 591.659 252.845
6 1097 443.478 655.378
12 882 338.456 553.506
9 1057 723.708 339.125
13 856 598.134 262.953
14 868 290.609 597.19
15 852 394.514 370.166
15 81 57.2681 0
2 2239 1619.79 633.69
12 872 312.028 554.23
15 84 52.723 0
15 76 59.0861 0
18 1044 214.986 729.98
15 85 63.6312 0
15 62 48.1779 0
15 1795 223.618 1346.25
13 959 402.259 557.918
15 103 59.0861 0
15 82 51.814 0
23 841 126.264 506.68
15 69 49.0869 0
1 1090 224.738 853.716
13 1754 959.307 773.616
11 901 271.259 588.708
15 79 58.1771 0
15 64 47.2689 0
3 1020 229.976 782.507
12 833 658.157 161.56
12 892 190.968 711.443
15 72 56.3591 0
15 80 57.2681 0
15 1754 849.931 735.507
15 1709 1111.73 445.992
21 1009 400.023 522.366
15 75 54.541 0
14 870 432.966 421.587
8 1188 886.949 343.24
9 1001 610.13 371.525
15 976 274.523 556.973
3 1060 417.947 632.597
14 772 373.159 404.863
0 1104 487.754 590.86
15 72 56.3591 0
15 74 59.0861 0
15 77 51.814 0
14 1483 1003.23 469.669
15 1756 163.623 1382.09
13 1713 511.184 1179.86
12 1642 971.037 645.515
12 846 195.23 650.586
8 2142 1056.12 1070.17
15 88 62.7222 0
15 874 417.239 377.749
15 67 49.996 0
13 946 659.285 274.386
13 935 353.529 572.4
13 882 231.227 634.899
15 99 79.0845 0
15 68 0 38.6021
15 1791 462.69 1096.71
9 952 636.413 325.084
15 972 417.239 432.895
6 2090 1320.53 758.908
14 738 378.213 362.356
12 897 646.221 247.049
0 1946 954.605 977.575
0 1092 575.724 499.576
12 862 280.484 572.342
8 1144 558.166 676.078
23 816 335.81 258.88
15 97 63.6312 0
6 1169 841.42 319.832
15 104 78.1755 0
14 873 227.433 638.303
8 910 405.244 566.288
15 74 57.2681 35.8448
15 86 57.2681 0
15 891 360.88 448.06
6 1152 815.682 332.773
7 1038 331.47 698.117
15 936 659.038 197.146
15 70 48.1779 0
2 2238 902.409 1336.53
11 956 400.218 534.743
3 1100 238.377 852.677
5 110 0 46.3453
15 78 56.3591 0
15 63 46.3599 0
15 64 49.0869 0
20 2164 473.991 1648.55
13 909 558.959 361.275
12 879 613.825 252.12
22 1330 999.025 72.7708
18 1119 275.396 753.942
13 721 351.618 379.567
19 1135 300.401 724.669
0 1053 441.592 594.18
5 716 255.504 419.834
3 1176 896.802 243.47
7 978 426.176 544.735
15 863 115.445 647.274
12 824 300.945 507.863
15 75 53.632 0
15 53 0 35.1555
13 928 290.467 621.942
13 902 443.345 445.877
13 895 502.585 384.903
2 2098 1607.89 513.97
11 946 570.978 341.451
22 402 0 300.324
14 691 539.101 156.788
10 920 698.959 244.516
