0 0.909362945878 1.73539713726
1 1.0 1.0
2 1.0 1.0
3 1.0 1.0
4 1.0 1.0
5 1.0 1.0
6 1.0 1.0
7 1.0 1.0
8 1.0 1.0
9 1.0 1.0
10 1.0 1.0
11 1.0 1.0
12 1.0 1.0
13 1.0 1.0
14 1.0 1.0
15 1.0 1.0
16 1.0 1.0
17 1.0 1.0
18 1.0 1.0
19 1.0 1.0
20 1.0 1.0
21 1.0 1.0
22 1.0 1.0
23 1.0 1.0

0 0.00312260131842 0.241062652743
1 2.622 0.5608
2 2.622 0.5608
3 2.622 0.5608
4 2.622 0.5608
5 2.622 0.5608
6 2.622 0.5608
7 2.622 0.5608
8 2.622 0.5608
9 2.622 0.5608
10 2.622 0.5608
11 2.622 0.5608
12 2.622 0.5608
13 2.622 0.5608
14 2.622 0.5608
15 2.622 0.5608
16 2.622 0.5608
17 2.622 0.5608
18 2.622 0.5608
19 2.622 0.5608
20 2.622 0.5608
21 2.622 0.5608
22 2.622 0.5608
23 2.622 0.5608

